match_id,match_date,player_1_won,probability_peak_22,probability_peak_24,probability_peak_26,probability_peak_28
8dxsmRCk,2025-06-17,1,0.08655539752,0.07617401466,0.07116090671,0.06534798112
hITWeDP9,2025-06-17,1,0.2166520139,0.2166559059,0.2239527704,0.2241754019
K4VOcZfc,2025-06-17,1,0.6936189412,0.700020631,0.6933993254,0.6942919339
zRhQY7qI,2025-06-17,0,0.3465183462,0.3485624477,0.3477661014,0.3507085897
YDA8eqET,2025-06-17,1,0.5143293661,0.5117518884,0.5126509882,0.5130930949
MDupZXkU,2025-06-17,0,0.5952578686,0.6003758247,0.6025459623,0.5977105901
URrOUMTb,2025-06-17,1,0.7600019973,0.7623348825,0.7673210429,0.7679811712
GMuko5s2,2025-06-17,0,0.550319578,0.5515132037,0.5399276556,0.5400410723
Sv8heXPF,2025-06-18,1,0.4394749433,0.4356131117,0.4317219382,0.4393573702
MVtx1dcU,2025-06-18,0,0.2928969742,0.2992882524,0.2897450669,0.2927940092
rD7g7LTG,2025-06-18,0,0.5494921632,0.5481553811,0.5496159695,0.5485190141
rPmyuKXp,2025-06-18,0,0.5892484291,0.5882110201,0.5872279261,0.584642106
pQowpVcT,2025-06-18,0,0.2847208666,0.283116858,0.2909063904,0.2903114632
8UgSRVyo,2025-06-18,1,0.3850689295,0.3861751018,0.3863085492,0.3929253777
6ZbtCT7k,2025-06-18,1,0.5722170399,0.5784021984,0.5780116105,0.5743272725
8QF7GXz8,2025-06-19,1,0.723343492,0.7239719698,0.7295984534,0.7314436547
MyvRG80m,2025-06-19,0,0.5929003618,0.5914090562,0.5837251421,0.5835081463
pf5qCWZh,2025-06-19,1,0.6830942459,0.6778437145,0.6806309139,0.6822129564
EVhmQlhn,2025-06-19,1,0.9065138336,0.907677378,0.9060876932,0.9077491045
SdcrqY56,2025-06-19,0,0.3649529985,0.3720670755,0.3687364813,0.3695309524
vH8CBxzS,2025-06-19,0,0.207018525,0.2061646959,0.2028432636,0.203160483
OMBIZRAs,2025-06-19,1,0.1279362247,0.1303439083,0.1300491106,0.1300496527
6iGTVGd4,2025-06-19,0,0.3964173365,0.391310245,0.3917839323,0.3947061592
ChXywUEk,2025-06-19,0,0.2721777182,0.2667693581,0.2664643998,0.271484722
GzawjvPh,2025-06-20,0,0.5343802765,0.5353665155,0.5291949536,0.5310845065
n1MaXa5S,2025-06-20,0,0.656230672,0.6554794075,0.6570986477,0.6609948677
2ukB70jJ,2025-06-20,0,0.4514140289,0.4557075992,0.4498759242,0.450423206
f7VOXTG8,2025-06-20,1,0.426197015,0.4210362774,0.422002272,0.4184269977
dbUO0hB7,2025-06-20,1,0.3741907616,0.369654635,0.3753076131,0.3760672741
A39Zq3Vi,2025-06-20,1,0.6777573627,0.6780668846,0.6764096125,0.6797851408
6sTr7I9D,2025-06-20,0,0.5261435777,0.5311071138,0.5304483433,0.5260094286
jPFo6dtP,2025-06-20,1,0.3042288671,0.3049282905,0.3017205604,0.3023051931
8YiIXPRQ,2025-06-21,1,0.7895975846,0.7881166919,0.7876967599,0.7900473681
dbQ5OLlD,2025-06-21,0,0.4729283078,0.49310567,0.4920124278,0.4893996171
CpHgw9th,2025-06-21,1,0.7269752057,0.7308240619,0.73772522,0.7403549938
SIYlS3kl,2025-06-21,1,0.7388562337,0.744625373,0.7541623544,0.7569141247
xdQsXwJP,2025-06-21,0,0.841240234,0.8415850006,0.8402472701,0.842552476
bylAX4AT,2025-06-21,1,0.5959521191,0.5953658037,0.5932724505,0.5926079617
dxZ6F5lo,2025-06-21,1,0.6275299457,0.633069079,0.632116846,0.6274680422
SnIMTEL8,2025-06-21,1,0.5458728508,0.5470158761,0.553445145,0.5541594331
bsiKO9Rb,2025-06-21,0,0.5120519157,0.5262531385,0.5224444605,0.52259035
8nXjnPtK,2025-06-21,1,0.6981086556,0.7057905261,0.7055703167,0.6954620155
dC5vwL36,2025-06-21,0,0.1712061062,0.1619049574,0.1556353851,0.1493749711
MHgAZocE,2025-06-21,0,0.6825188718,0.6800635792,0.6816957062,0.6845981208
2FcBQVdn,2025-06-21,0,0.4478759588,0.4601322019,0.4615872755,0.4612594394
4vfSMmdB,2025-06-21,1,0.4284357172,0.4373361034,0.4363123986,0.4377080039
0WWdQsK0,2025-06-21,0,0.4836350679,0.4824627353,0.4807251395,0.4775211597
AFHSknQc,2025-06-21,0,0.2305325349,0.2304830641,0.2280521805,0.2192746475
0pCVvsZg,2025-06-21,1,0.7118122452,0.7112560885,0.7120251158,0.715112637
jBp2ZQuH,2025-06-21,1,0.5381112896,0.5388541705,0.5359309382,0.544213475
QgryLRQN,2025-06-21,0,0.5934283701,0.6003510903,0.5996317725,0.5921481118
hK8Nt34s,2025-06-21,0,0.1819523159,0.1819276034,0.1819662569,0.1936887807
r9PtSrYj,2025-06-21,1,0.7916747166,0.806368361,0.8171166197,0.8329180223
vTdmsCBi,2025-06-21,1,0.5801650531,0.5816702982,0.5857200767,0.5848063206
n3N16SBU,2025-06-21,0,0.5295847015,0.5288784579,0.5199625109,0.5273837483
pbF1ymB4,2025-06-21,0,0.386442506,0.3871098157,0.3875609926,0.3879341296
ni7JDGw9,2025-06-22,1,0.5449119375,0.542502601,0.5443322253,0.5441730287
MLuUTd4m,2025-06-22,0,0.6256376094,0.6213464854,0.6201082712,0.6197206603
zcmK469F,2025-06-22,0,0.4187962302,0.4197536106,0.4197573694,0.4195166689
OdpqwX6K,2025-06-22,0,0.4828742635,0.4903029407,0.4896999949,0.4927891259
E1ib6YVr,2025-06-22,1,0.623199131,0.6196883756,0.6240326881,0.6228620136
xOYAkRpS,2025-06-22,0,0.574851761,0.570351261,0.5705230088,0.5724406573
M1coOhYO,2025-06-22,0,0.4455113396,0.4457913675,0.4453261726,0.4452877647
EyfwQE3C,2025-06-22,0,0.3366599236,0.3315270938,0.3297845673,0.3276964959
fZwxSzZa,2025-06-22,0,0.5097939652,0.5115844895,0.5100552291,0.5115869049
l2jKqisJ,2025-06-22,0,0.5554310999,0.5548613726,0.5549739082,0.552106619
YimK0c8s,2025-06-22,0,0.529944362,0.5344660433,0.5311579376,0.5305622985
0fZy2Ydm,2025-06-22,1,0.410453005,0.4085555108,0.4071657088,0.4063056842
QFNerdJt,2025-06-22,1,0.6794844839,0.6800849779,0.6815112169,0.6810750422
SKNen5KE,2025-06-22,1,0.408132465,0.4080871683,0.4136710907,0.4161447391
Uc5hnbgl,2025-06-22,1,0.7330142716,0.7379687791,0.740240531,0.7409393795
MDJ1rGhD,2025-06-22,1,0.6005941955,0.6018947948,0.6020514416,0.6006010318
GdnPtCuh,2025-06-23,0,0.4676476937,0.4672427507,0.4665284868,0.4736271971
fmaOBitI,2025-06-23,0,0.4275870175,0.4289971219,0.4272926105,0.4280894745
tIjSbywf,2025-06-23,1,0.5215720436,0.522021295,0.5222424432,0.5256629732
0259aQIb,2025-06-23,1,0.6883983931,0.6898634873,0.6890413071,0.6860518794
2B30pxO0,2025-06-23,0,0.3454438892,0.3415910312,0.3421210446,0.3456328895
lKBm6JpK,2025-06-23,1,0.4178410503,0.418676723,0.4177132432,0.4171687078
0l4xJ8mo,2025-06-23,1,0.3758086704,0.3745161404,0.3816093207,0.375465558
jixisq3U,2025-06-23,1,0.4630010803,0.4657196467,0.4663309711,0.4615083693
rJCdC5PF,2025-06-23,0,0.5740939771,0.5753158308,0.5744004283,0.5731746469
6RStUYen,2025-06-23,1,0.6792223759,0.6789636492,0.6741809029,0.6820037522
2gMkSCQb,2025-06-23,1,0.7435395646,0.7459961411,0.745720674,0.7441294817
MkXpaHOF,2025-06-23,0,0.7577152252,0.7569103463,0.7528098865,0.7551359217
MBpzoR35,2025-06-23,1,0.4648126152,0.4638290561,0.4636699174,0.4620761614
bBxyLPgC,2025-06-24,0,0.5639531723,0.5627498441,0.5623413907,0.5627991357
lApXvjA4,2025-06-24,0,0.6955876322,0.6935131455,0.6947319539,0.6945491435
EgVAuTaM,2025-06-24,0,0.3157450861,0.3198024468,0.320690305,0.3206433551
8jPcQjeB,2025-06-24,1,0.4757760173,0.4643713167,0.4692249124,0.471086835
zsPcwz2d,2025-06-24,0,0.4382534491,0.437858138,0.4392930097,0.4395055471
U5D6OUPN,2025-06-24,0,0.5550703401,0.5486778003,0.5548194145,0.5547344973
vmH01nln,2025-06-24,1,0.4099928153,0.3960482893,0.4029942235,0.4076593367
UPNUUuvC,2025-06-24,1,0.6663525958,0.6669985104,0.667435311,0.666264239
EPTx1wf3,2025-06-24,1,0.5280231917,0.5255798278,0.5275324102,0.5202636411
fPrrq5YH,2025-06-24,0,0.454444763,0.4544237894,0.4503932053,0.4506038044
G0lk4464,2025-06-24,0,0.1710674066,0.1706554736,0.1677606146,0.1677769072
2TQkudXq,2025-06-24,0,0.3802504227,0.3720328515,0.3808553027,0.3809055747
8S8Hc4mB,2025-06-24,0,0.2490287038,0.2563040657,0.2553513334,0.2502668972
GU7TcmRs,2025-06-24,0,0.5472669968,0.5426222502,0.5409003804,0.5461736428
r5LgcegS,2025-06-24,0,0.2403524763,0.2335525602,0.233853689,0.2337962118
6cP0T3aE,2025-06-25,1,0.7332310907,0.7336803057,0.7331857512,0.7350128445
MDZUOUwB,2025-06-25,0,0.5418053407,0.5430458203,0.5435166361,0.5489377887
n96txkaU,2025-06-25,0,0.3755012825,0.3790205623,0.3829776766,0.3862939006
YJXBZMyf,2025-06-25,0,0.3683625346,0.3685344122,0.3725907379,0.3663710873
feoUMCfJ,2025-06-25,0,0.5199294874,0.5183700754,0.5153966978,0.5157338564
GbDgGOfo,2025-06-25,0,0.6848080067,0.6851466104,0.6846844842,0.6846503592
Sjxy8xWi,2025-06-25,1,0.3562709651,0.3533507914,0.3548796268,0.3551434421
0MJ4fz9L,2025-06-25,1,0.3742653237,0.3673283138,0.3659319607,0.3663376415
Y1dvK8up,2025-06-25,1,0.5289197514,0.5287166647,0.5301042434,0.5315336968
GGr98jAk,2025-06-25,1,0.6957803659,0.6985480534,0.6976874056,0.6965664348
6R4NRasg,2025-06-25,1,0.7603892598,0.756812429,0.7564294158,0.7556677816
t01dFtmL,2025-06-26,0,0.3595954599,0.3582990036,0.3580816902,0.3577231432
MRAV9PqB,2025-06-26,0,0.5805307053,0.5629538668,0.5566206292,0.5520864483
S2Szv58O,2025-06-26,0,0.4710832138,0.4672779037,0.4432491536,0.4455446209
hlKRgsUg,2025-06-26,0,0.6731470591,0.671231425,0.6704536918,0.6697269542
tvAc6Qng,2025-06-26,1,0.5708547866,0.5714293062,0.5772102773,0.5597949158
ngtBpv1D,2025-06-26,0,0.4786170391,0.4779464223,0.4777523479,0.4829145554
fZBGIOCd,2025-06-26,1,0.358470564,0.3669929572,0.3744335618,0.3788187522
rc7ZhnR9,2025-06-26,0,0.4111067441,0.4076656991,0.4041233225,0.4050596607
6oekZvYG,2025-06-26,0,0.501943481,0.4943647755,0.4882128423,0.4833855272
UwmS4xN8,2025-06-26,0,0.5607201966,0.5598545885,0.564511992,0.56343971
6VbQX9zi,2025-06-26,1,0.740224698,0.7401778112,0.7387396669,0.7383811647
YVqJ7get,2025-06-26,1,0.5738289185,0.5706644758,0.5711221085,0.5617368192
KjQnvRFD,2025-06-26,1,0.7210694075,0.7260534921,0.7276531973,0.7247073961
4Eb5d8Vs,2025-06-26,1,0.4470183144,0.4688587816,0.4703444517,0.4703598699
pW6ty134,2025-06-26,1,0.7173917807,0.6939412309,0.7003475221,0.7048333306
dE69HF6E,2025-06-26,1,0.4526751958,0.4514892318,0.4535219991,0.4571471873
OEerh8dn,2025-06-26,1,0.6445921447,0.6371331091,0.6476193375,0.6454530054
WIJig8qo,2025-06-26,0,0.7526468037,0.7528233465,0.7521259534,0.7432435742
YNJicHpJ,2025-06-26,1,0.6170740285,0.6161275082,0.6134895905,0.5952676193
MsLcVMDa,2025-06-26,1,0.4475739363,0.4372723963,0.4353166475,0.4361067303
Qwh2n0W0,2025-06-26,1,0.591489429,0.5858660864,0.5847817896,0.5862714871
fDOcMJXI,2025-06-26,1,0.5933934367,0.589250267,0.5867035152,0.5861302235
2oS0uVCt,2025-06-26,0,0.7280254393,0.7294775132,0.7284404835,0.7293500455
nB7nNFN8,2025-06-27,1,0.5928851722,0.5936576289,0.5910817299,0.5912446995
CtiCL2n4,2025-06-27,1,0.7194826671,0.7203099924,0.7220710886,0.7222207883
2w4TYjr4,2025-06-27,1,0.5771964384,0.5773919323,0.5782545879,0.5781549427
6swWmHl1,2025-06-27,1,0.63772678,0.6385688242,0.6391473235,0.6396684491
lWFIvXA6,2025-06-28,1,0.3573029868,0.3563760187,0.3549385698,0.3554472158
Ye7vAL5F,2025-06-28,1,0.5293567725,0.529187795,0.5283395274,0.5282330537
WbDqEIM7,2025-06-30,0,0.1265995031,0.1261518765,0.1254445758,0.1268727062
jwN3JDbm,2025-06-30,0,0.4140338174,0.4152988131,0.4151161586,0.4207767188
hpIHWak3,2025-06-30,1,0.2055930951,0.2047895599,0.2043035747,0.2045417703
b55VyMEE,2025-06-30,0,0.5726064426,0.5709325654,0.570265809,0.5666468772
v1Es0SEO,2025-06-30,1,0.3282674811,0.3330209407,0.3325360409,0.3299807532
Ao6HxYG0,2025-06-30,1,0.3904915494,0.4008660444,0.4018636568,0.3955724414
nsUq8peA,2025-06-30,1,0.5465817434,0.5523094365,0.5520950535,0.548651554
CAG5LZt2,2025-06-30,0,0.2953337705,0.2963803579,0.2963850728,0.2955152398
2JLSH0Nr,2025-06-30,1,0.9433119161,0.9435065847,0.9423408152,0.9427623042
rLo5U5Pb,2025-06-30,1,0.5454771939,0.5334872017,0.5325836877,0.5303974228
0jVV8dcd,2025-06-30,1,0.6015844474,0.6012816687,0.6009122896,0.5998259062
rZ6qunRN,2025-06-30,1,0.8302773142,0.8249117755,0.8244132589,0.8239547778
SrISD9SO,2025-06-30,0,0.6427124807,0.6499172654,0.6495024692,0.6482559964
OjLBHiTa,2025-06-30,1,0.6932411551,0.6971474101,0.7035823663,0.7065157118
4OepWjrg,2025-06-30,1,0.8700700235,0.8731051421,0.8732257222,0.8738660766
noKePrV8,2025-06-30,0,0.4344862439,0.4327379813,0.4354677715,0.4371192863
KIEKFVcC,2025-06-30,0,0.1873809888,0.1867050443,0.1868961818,0.1902290337
b7nCbFwK,2025-06-30,0,0.3767228215,0.3761055822,0.3767029379,0.3730470508
OCY0318k,2025-06-30,1,0.6402946615,0.6401672091,0.6395670163,0.6410043571
EepQmG9e,2025-06-30,0,0.3476463668,0.3411031282,0.3409180029,0.3392635392
KbI3NMaL,2025-06-30,1,0.8471923715,0.8485715872,0.8495472313,0.8496057935
KCyRSHlS,2025-06-30,0,0.3779188295,0.3799571271,0.3814950965,0.3673672102
AqPzGvhe,2025-06-30,1,0.4223653346,0.425115792,0.4313811408,0.4310991644
QDtuzZee,2025-06-30,1,0.4260365934,0.4381481843,0.4427749108,0.4460434836
vucU8NpS,2025-06-30,0,0.3485421802,0.3496632792,0.3538104251,0.3465471239
pvwnBhNP,2025-06-30,1,0.7213940659,0.7228565454,0.7242681941,0.724292753
dIdikB06,2025-06-30,1,0.8137815728,0.8158353002,0.8177497909,0.8216866436
nTUmYCQ7,2025-06-30,1,0.4013734012,0.4026274097,0.4021602851,0.4024712716
QkbhqwZ8,2025-06-30,1,0.8583403795,0.8587286418,0.8596630272,0.8585338047
WdrwYCDt,2025-06-30,0,0.5802763157,0.5794828563,0.5795961092,0.5861629978
Wxx91uw2,2025-06-30,1,0.7705232549,0.7716071386,0.7726394303,0.7707405643
CQdrI0zA,2025-07-01,1,0.2004447386,0.2003400093,0.2033366423,0.2028567852
YNZGERTH,2025-07-01,1,0.4118057162,0.4147933726,0.4212236029,0.422141862
0CrYofv8,2025-07-01,0,0.09134058947,0.09097809585,0.09063018022,0.09324986493
rZKY1lpC,2025-07-01,1,0.8327342622,0.8329481987,0.8288260536,0.8294750898
ImwXyeRr,2025-07-01,1,0.506523796,0.5021217959,0.4908969383,0.4925541677
htdHkxuq,2025-07-01,1,0.1325550492,0.1271868108,0.1429083839,0.1399595991
jur0I9Uh,2025-07-01,1,0.6463371379,0.6488979477,0.6493770509,0.6509893533
YuoiGv5M,2025-07-01,1,0.5824164888,0.5901543753,0.5889809323,0.5894876996
bLmkn3Yj,2025-07-01,0,0.3492711296,0.3493277949,0.3488999742,0.3447623234
KIvyKM5c,2025-07-01,1,0.8085586185,0.8058102375,0.806437492,0.8130539752
xdt8Gma5,2025-07-01,1,0.5220313064,0.5310303241,0.5306747371,0.5243976269
b3d0sH3L,2025-07-01,0,0.7147686854,0.7092258158,0.7096829855,0.7069758019
CjOUoxfE,2025-07-01,1,0.36253681,0.3530690624,0.3540323038,0.3554562997
GMTH5Wpm,2025-07-01,1,0.5010535182,0.4982805695,0.4985375223,0.4989551139
IiTrgg1s,2025-07-01,0,0.4131445628,0.4115865171,0.4101332331,0.4163175138
ALMQ3AFa,2025-07-01,1,0.6379837164,0.6485440556,0.6448358974,0.6404172572
QD02e7B4,2025-07-01,1,0.9046740592,0.903392454,0.9049234107,0.9048674309
4AdldJDj,2025-07-01,1,0.5674573088,0.5657988246,0.5655308704,0.5603174775
UPgiKVat,2025-07-01,0,0.271345899,0.2787047676,0.2782317195,0.2775120833
W0fQzCoD,2025-07-01,1,0.9074239824,0.9076204416,0.9073039801,0.9079287612
8tntfQhJ,2025-07-01,1,0.5746041652,0.5716013794,0.5702373244,0.5687648467
z3QsffmR,2025-07-01,1,0.5982983157,0.5997173481,0.5988918732,0.5968394712
4l39vfnl,2025-07-01,0,0.2928582117,0.2890618032,0.2858518828,0.2836947938
4r0amkVI,2025-07-01,1,0.6708106514,0.6697120278,0.669844356,0.675994281
ImcfcTth,2025-07-01,1,0.6028056155,0.6087960738,0.6088995302,0.6105409285
CnYIUwKF,2025-07-01,1,0.5990893098,0.6097902698,0.6091998426,0.6070686974
v5hFZPlo,2025-07-01,1,0.8417271711,0.8417392389,0.8410534088,0.8420982094
jFzyA6Qc,2025-07-01,0,0.2341516691,0.2336206103,0.2431181771,0.2420179155
nTlBgotH,2025-07-01,1,0.7475179186,0.7498256918,0.7513312109,0.7580120067
vyXYeGIE,2025-07-01,0,0.2109374328,0.2203791214,0.2167919705,0.2131707903
p4MxpGOQ,2025-07-01,0,0.8082013145,0.8021809433,0.8038945205,0.8055947293
4OyNAISq,2025-07-01,0,0.6625463193,0.6600549956,0.6613955823,0.6612442463
fghJiPAT,2025-07-01,1,0.1808772473,0.1814528201,0.1849059486,0.1848202515
4hDS38hT,2025-07-02,0,0.3011045084,0.2951230641,0.2961456757,0.2952539073
Y5zIhmRF,2025-07-02,0,0.2048623081,0.2048377996,0.207315383,0.2065712096
KbpRnul3,2025-07-02,0,0.7153450521,0.7174759718,0.7181668097,0.7175842926
Menl7KAC,2025-07-02,1,0.8561837295,0.8564338387,0.8573311219,0.8564815675
jokQxKWF,2025-07-02,1,0.3021931262,0.3025000429,0.3033778378,0.3066269702
IwM7Wi1b,2025-07-02,0,0.1569849158,0.1535828019,0.1533132451,0.156226446
Oz9afTN8,2025-07-02,1,0.7511284039,0.7488575119,0.7445659824,0.7457467541
ETLgM1vp,2025-07-02,0,0.6627635048,0.6645513178,0.6652267749,0.6570079471
zkNlbAtJ,2025-07-02,0,0.2716002964,0.2755481587,0.2748543265,0.276753385
lMxiR9xP,2025-07-02,0,0.7582672473,0.7580433915,0.7590246878,0.7599273007
rocRiceJ,2025-07-02,0,0.8616795878,0.8593234499,0.8598529471,0.8601122557
StFuTLid,2025-07-02,1,0.5834818194,0.5830563451,0.5836506523,0.5867519888
tdRUVEBt,2025-07-02,1,0.501084969,0.5064213834,0.5023497962,0.5007007792
04pfJ0we,2025-07-02,0,0.8020335817,0.7991290884,0.7996191319,0.7997904181
OrHIDxTa,2025-07-02,0,0.1927588831,0.1945741375,0.1954557335,0.1949895541
KSVzViw0,2025-07-02,0,0.6097091832,0.6080858777,0.6080325564,0.6074079363
2u9KX1CD,2025-07-03,0,0.4596806668,0.4579507872,0.4535366464,0.4541163384
vu7zOZ9a,2025-07-03,0,0.6662948112,0.6635604978,0.664565996,0.6635218873
UgV05Ogd,2025-07-03,0,0.5510333256,0.557052823,0.5515815677,0.5516728564
Awp4QxH0,2025-07-03,1,0.8793945191,0.8791782097,0.8792722697,0.8759869224
0tKANU1C,2025-07-03,1,0.4665549071,0.4716913422,0.4717568143,0.4684469047
phMPLHDt,2025-07-03,1,0.8348626078,0.8344595126,0.8255860573,0.827311746
xxYbR46r,2025-07-03,0,0.1140632374,0.1142131383,0.1160150399,0.1152053034
GEFFhI6T,2025-07-03,0,0.19804509,0.1962747708,0.1950568063,0.1936200423
K6C6eZv1,2025-07-03,0,0.2382105688,0.2413475185,0.239415235,0.2399072855
GlpbrBxn,2025-07-03,1,0.5663285199,0.5670204303,0.5678693024,0.5636728925
pGdtQTMH,2025-07-03,0,0.280072232,0.2795970366,0.2834890534,0.2793860933
GjZJUufR,2025-07-03,0,0.2044731309,0.2087890655,0.2049757063,0.2039789121
be4b5dTa,2025-07-03,1,0.8790788734,0.8760635462,0.8772212595,0.8772870769
Sv4ad074,2025-07-03,0,0.7576651516,0.7525650052,0.7531821626,0.7569921627
EwskJV5s,2025-07-03,1,0.5495017447,0.5541602462,0.5540801194,0.5490416307
GvL81AIF,2025-07-03,1,0.7974811779,0.7978967118,0.7970072327,0.799234338
nsxIaHy3,2025-07-04,1,0.407321189,0.4086292107,0.4072631995,0.403639872
bFGB9uhL,2025-07-04,1,0.3026433379,0.3026628962,0.3020843194,0.2991979205
OQcejhsh,2025-07-04,0,0.2109441662,0.2071782338,0.2068965213,0.2102060906
MJlfa8sK,2025-07-04,0,0.2964493151,0.2958788067,0.2960618886,0.2947977464
rT1GU5eC,2025-07-04,0,0.2232913721,0.2260968762,0.2256987287,0.22508711
StXtZsgg,2025-07-04,1,0.1035262437,0.1044132755,0.1038282651,0.1038674059
jTLXgMON,2025-07-04,1,0.4041094734,0.4036188806,0.4042742859,0.4045282734
zqzRJlsf,2025-07-04,1,0.8107744705,0.8079069035,0.8087097082,0.8119804324
KbYfufam,2025-07-05,0,0.4007181727,0.4002637387,0.4007674261,0.3968910551
EXHBnyCL,2025-07-05,1,0.7965411017,0.7942617179,0.7942577087,0.794848729
M3ErWDx2,2025-07-05,1,0.3480081924,0.3506066232,0.3463875856,0.3472734808
M9TnDT63,2025-07-05,1,0.2512220572,0.2530425666,0.2513652719,0.2506858057
jXua3fSH,2025-07-05,1,0.7129141905,0.7124495561,0.7105520488,0.7100737124
AHfD9GW0,2025-07-05,0,0.1362493578,0.1395930226,0.1387645681,0.1387627997
feJBCSuC,2025-07-05,1,0.7967096366,0.7969368974,0.7964537729,0.7970319026
AmyZFXBN,2025-07-05,0,0.3175492888,0.3162103768,0.313468911,0.3146363761
pMPBT8DU,2025-07-06,0,0.5275716993,0.5328182625,0.5319220183,0.5318386765
fR9qmE4b,2025-07-06,0,0.4624833156,0.4624288756,0.4616486271,0.4623978398
nmRPPgt3,2025-07-06,1,0.7527489087,0.7538862542,0.7548277384,0.7580019633
baGzkzzn,2025-07-06,0,0.4377789309,0.4351628504,0.4351160489,0.4332965048
hnghQ8iK,2025-07-07,0,0.669685822,0.6697972457,0.6683866481,0.6699725294
MqzdsnAL,2025-07-07,1,0.7825024474,0.7799961637,0.7807425589,0.783001079
KflPqflA,2025-07-07,1,0.63517754,0.6350106486,0.6310704361,0.6325103346
OSfGoGJc,2025-07-07,1,0.7657574106,0.7646216316,0.7672087122,0.7657661162
llyGoa1N,2025-07-08,1,0.9297559831,0.9295971649,0.9300733073,0.9310492204
lxcX1T4m,2025-07-08,1,0.7253767023,0.7273883325,0.7276360318,0.7285049853
OvNPjoat,2025-07-09,1,0.6848325378,0.6865353342,0.6881973367,0.6852002585
ny7NwRjl,2025-07-09,0,0.695775106,0.6957922357,0.6941968949,0.6955102657
x2iQ7G8j,2025-07-10,0,0.7349228415,0.7327261744,0.7339062507,0.7357365777
naTQKAYq,2025-07-10,0,0.2338938102,0.2326998461,0.2315772305,0.231129391
vHI3O3iM,2025-07-12,0,0.323404473,0.3245347455,0.3217225016,0.3230126596
8ClQT9nA,2025-07-13,0,0.3215409079,0.3291486412,0.3340692966,0.3152405988
xlWfX3Aa,2025-07-13,1,0.2279823341,0.2141293241,0.202670001,0.1888740035
za8MzIaf,2025-07-13,1,0.6570688351,0.5643878028,0.4851574577,0.4823103974
Kj8V7SPj,2025-07-13,0,0.685317408,0.6901430302,0.6942168511,0.7022092748
MFEar913,2025-07-13,0,0.4309771859,0.4139014549,0.3608517796,0.3441912738
4v0wXZbJ,2025-07-13,0,0.6292156198,0.6548721215,0.6813236087,0.699785393
nc0HVVHc,2025-07-13,1,0.4818539325,0.4668371358,0.4549485647,0.4376404867
jLk7Dl2T,2025-07-13,0,0.1546993983,0.1330665405,0.1355109786,0.1379517204
rijFxvVs,2025-07-13,0,0.2880308343,0.2900431614,0.2924305786,0.2927072418
UuI7tmWF,2025-07-13,0,0.2243070942,0.208821185,0.1816641105,0.1748405012
pEZ2VsuC,2025-07-13,1,0.5085221284,0.5285780045,0.5456165036,0.5088449998
GxhYRmHM,2025-07-13,1,0.7137674134,0.7280882335,0.7266001065,0.7247171779
ljYteno9,2025-07-13,0,0.4636467169,0.5235213995,0.5020082115,0.4835337377
MubjHW24,2025-07-13,1,0.3869608723,0.3788209755,0.3826858548,0.4172272498
ddoeXrg2,2025-07-13,0,0.6940281636,0.7011089192,0.6030004379,0.5739518756
je6GvR0S,2025-07-13,0,0.6832157024,0.7004513177,0.7191727992,0.7352903044
IoGgZPum,2025-07-13,1,0.8912174898,0.8908375144,0.890283498,0.8896860376
EFfrJhYi,2025-07-13,0,0.6792265648,0.6138570737,0.6221684619,0.6282626458
MFUNvnIP,2025-07-13,0,0.5617017332,0.5801651999,0.6239073938,0.6403304255
0UinZ4Ok,2025-07-13,1,0.7674832819,0.7686790417,0.7896432753,0.787265677
YgY4MRvp,2025-07-13,0,0.4628998895,0.5011722209,0.5084648394,0.514505141
I7iaFAXG,2025-07-13,1,0.4814236824,0.4748547593,0.4746789233,0.500003145
rZ46uo75,2025-07-14,0,0.7095349167,0.7339164657,0.7400998894,0.745563545
dvz4pXl2,2025-07-14,0,0.3487858646,0.3602493311,0.377912103,0.3785347155
UZEKo7Bl,2025-07-14,0,0.6255322795,0.6424564209,0.6572311717,0.6581839424
pb1h8eb6,2025-07-14,0,0.1513647418,0.152178052,0.156809131,0.1541517016
EL94obH5,2025-07-14,1,0.1298195991,0.1227508061,0.1169842407,0.09915511884
EREQKs1e,2025-07-14,1,0.5945269021,0.5963949416,0.5543915708,0.5705255376
04U6tyoT,2025-07-14,1,0.6869173015,0.6791478844,0.6969087037,0.6961146867
p0Gb6EBL,2025-07-14,0,0.2652652985,0.2570836995,0.2707953238,0.2689138186
KSZ2OyPp,2025-07-14,0,0.307822593,0.3088910994,0.2913973141,0.2928817417
W21FXu2b,2025-07-14,1,0.4650650005,0.4899466929,0.4865032269,0.4637111388
U3Yj79E5,2025-07-14,0,0.6662684565,0.6909662023,0.6961512031,0.6877755477
O0ddNHAt,2025-07-14,1,0.5252714854,0.5237000156,0.5032437768,0.505603038
CEdNy36U,2025-07-14,0,0.3098310866,0.3466611147,0.3387439981,0.3286200543
C2WMCRdL,2025-07-14,0,0.2658743748,0.2615080317,0.2624437515,0.280651406
UiG4uk1S,2025-07-14,1,0.4232968858,0.4128048292,0.4196605751,0.446888824
CMSw5zeC,2025-07-14,1,0.7217957137,0.7203980951,0.7237211958,0.7240403919
KnWo3EPO,2025-07-14,0,0.4559118802,0.4329171859,0.4316203045,0.4539668549
MuhYgpMb,2025-07-14,0,0.703162504,0.7147638443,0.7150084754,0.7153610994
